"","CD_C1_H.Gene","CD_C1_H.CD_C1_H","CD_C2_H.CD_C2_H","CD_C3_H.CD_C3_H","CD_HS1_H.CD_HS1_H","CD_HS2_H.CD_HS2_H","CD_HS3_H.CD_HS3_H"
"13113","LOC119566549",0,0,0,0,0,0
"13114","LOC119566550",0,0,0,0,0,0
"13115","LOC119566551",0,0,0,0,0,3
"13116","LOC119566552",0,0,0,0,0,0
"13117","LOC119566553",0,0,0,0,0,0
"13118","LOC119566556",0,0,0,0,0,0
"13119","LOC119566557",0,0,0,0,0,0
"13120","LOC119566561",0,0,0,0,0,0
"13121","LOC119566562",0,0,0,0,0,0
"13122","LOC119566564",0,79,0,0,0,6
"13123","LOC119566565",0,0,0,0,0,0
"13124","LOC119566566",0,0,0,0,0,0
"13125","LOC119566568",0,0,0,0,0,0
"13126","LOC119566569",0,0,0,0,0,0
"13127","LOC119566572",0,0,0,0,0,0
"13128","LOC119566573",0,0,0,0,0,0
"13129","LOC119566574",0,0,0,0,0,0
"13130","LOC119566576",0,0,0,0,0,0
"13131","LOC119566577",0,0,0,0,0,0
"13132","LOC119566581",0,0,0,0,0,0
"13133","LOC119566583",0,0,0,0,0,0
"13134","LOC119566586",0,0,0,0,0,0
"13135","LOC119566590",0,0,0,0,0,0
"13136","LOC119566591",0,0,0,0,0,0
"13137","LOC119566592",0,31,0,0,0,0
"13138","LOC119566593",0,0,0,2,0,4
"13139","LOC119566596",0,10,3,0,2,6
"13140","LOC119566598",0,0,0,0,0,0
"13141","LOC119566600",0,0,0,0,0,0
"13142","LOC119566602",0,0,0,0,0,6
"13143","LOC119566604",0,206,1,0,1,1
"13144","LOC119566605",0,0,0,0,0,0
"13145","LOC119566606",0,0,0,0,0,0
"13146","LOC119566607",0,0,0,0,0,0
"13147","LOC119566609",0,0,0,0,0,0
"13148","LOC119566610",0,0,0,0,0,0
"13149","LOC119566611",0,20,0,0,0,44
"13150","LOC119566612",0,0,0,0,0,0
"13151","LOC119566613",0,81,0,32,4,2
"13152","LOC119566614",0,0,0,0,0,0
"13153","LOC119566615",0,0,0,0,0,0
"13154","LOC119566618",0,0,0,0,0,0
"13155","LOC119566624",0,53,0,0,0,0
"13156","LOC119566626",0,0,0,0,0,0
"13157","LOC119566627",0,0,0,0,0,0
"13158","LOC119566628",0,0,0,0,0,0
"13159","LOC119566630",0,0,0,0,0,0
"13160","LOC119566631",0,0,0,0,0,0
"13161","LOC119566633",1,113,0,0,0,0
"13162","LOC119566634",0,0,0,0,0,0
"13163","LOC119566635",0,75,0,0,0,0
"13164","LOC119566636",0,0,0,0,0,0
"13165","LOC119566637",0,0,0,0,0,0
"13166","LOC119566638",0,0,0,0,0,0
"13167","LOC119566639",0,0,0,0,0,0
"13168","LOC119566640",0,0,0,0,0,0
"13169","LOC119566641",0,0,0,0,0,0
"13170","LOC119566643",0,0,0,0,0,0
"13171","LOC119566645",0,0,0,0,0,0
"13172","LOC119566647",0,0,0,0,0,0
"13173","LOC119566648",0,0,0,0,0,0
"13174","LOC119566650",0,0,0,0,0,0
"13175","LOC119566651",0,0,0,0,0,0
"13176","LOC119566652",0,0,0,0,0,0
"13177","LOC119566653",0,0,0,0,0,0
"13178","LOC119566655",0,0,10,0,0,0
"13179","LOC119566656",0,0,0,0,0,0
"13180","LOC119566657",0,0,0,0,0,0
"13181","LOC119566659",0,0,0,0,0,0
"13182","LOC119566663",0,0,0,0,0,0
"13183","LOC119566665",0,0,0,0,0,0
"13184","LOC119566666",0,0,0,0,0,0
"13185","LOC119566667",0,0,0,0,0,0
"13186","LOC119566669",0,0,0,0,0,0
"13187","LOC119566670",0,0,0,0,0,0
"13188","LOC119566671",0,0,0,0,0,0
"13189","LOC119566672",0,0,0,0,0,0
"13190","LOC119566674",0,0,0,0,0,0
"13191","LOC119566675",0,0,0,0,0,0
"13192","LOC119566677",0,0,0,0,0,0
"13193","LOC119566678",0,0,0,0,0,0
"13194","LOC119566679",0,0,0,0,0,0
"13195","LOC119566680",0,0,0,0,0,0
"13196","LOC119566681",0,0,0,0,0,0
"13197","LOC119566682",0,0,0,0,0,0
"13198","LOC119566683",0,0,0,0,0,0
"13199","LOC119566684",0,17,0,0,0,0
"13200","LOC119566685",0,0,0,0,0,0
"13201","LOC119566686",0,0,0,0,0,0
"13202","LOC119566687",0,0,0,0,0,0
"13203","LOC119566688",0,0,0,0,0,0
"13204","LOC119566689",0,0,0,0,0,0
"13205","LOC119566690",0,0,0,0,0,0
"13206","LOC119566691",0,0,0,0,0,0
"13207","LOC119566692",0,0,0,0,0,0
"13208","LOC119566693",0,0,0,0,0,0
"13209","LOC119566694",0,0,0,0,0,0
"13210","LOC119566695",0,0,0,0,0,0
"13211","LOC119566696",0,0,0,0,0,0
"13212","LOC119566697",0,0,0,0,0,0
"13213","LOC119566698",0,0,0,0,0,0
"13214","LOC119566699",0,0,0,0,0,0
"13215","LOC119566700",0,0,0,0,0,0
"13216","LOC119566701",0,0,0,0,0,0
"13217","LOC119566702",0,0,0,0,0,0
"13218","LOC119566703",0,0,0,0,0,0
"13219","LOC119566704",0,0,0,0,0,0
"13220","LOC119566705",0,0,0,0,0,0
"13221","LOC119566706",0,0,0,0,0,0
"13222","LOC119566707",0,0,0,0,0,0
"13223","LOC119566708",0,0,0,0,0,0
"13224","LOC119566709",0,0,0,0,0,0
"13225","LOC119566710",0,0,0,0,0,0
"13226","LOC119566712",0,0,0,0,0,0
"13227","LOC119566713",0,0,0,0,0,0
"13228","LOC119566715",0,0,0,0,0,0
"13229","LOC119566717",0,0,0,0,0,0
"13230","LOC119566718",0,0,0,0,0,0
"13231","LOC119566719",0,0,0,0,0,0
"13232","LOC119566720",0,0,0,0,0,0
"13233","LOC119566724",0,0,0,0,0,0
"13234","LOC119566726",0,0,0,0,0,0
"13235","LOC119566728",0,0,0,0,0,0
"13236","LOC119566729",1,0,0,0,0,0
"13237","LOC119566731",0,1,0,0,0,0
"13238","LOC119566733",0,0,0,0,0,0
"13239","LOC119566734",0,0,0,0,0,7
"13240","LOC119566735",0,0,0,0,0,0
"13241","LOC119566736",0,0,0,0,0,0
"13242","LOC119566738",0,0,0,0,0,0
"13243","LOC119566740",0,0,0,0,0,0
"13244","LOC119566741",0,0,0,0,0,0
"13245","LOC119566742",0,37,0,0,0,0
"13246","LOC119566743",0,0,0,0,0,0
"13247","LOC119566745",0,1,0,0,0,0
"13248","LOC119566746",0,57,0,0,0,0
"13249","LOC119566749",0,0,0,0,0,0
"13250","LOC119566750",0,0,0,0,0,0
"13251","LOC119566753",0,0,0,0,0,6
"13252","LOC119566754",7,336,0,0,12,21
"13253","LOC119566755",0,0,0,0,0,0
"13254","LOC119566756",0,0,0,0,0,0
"13255","LOC119566757",0,1,0,0,0,0
"13256","LOC119566759",0,0,0,0,0,0
"13257","LOC119566760",0,0,0,0,0,1
"13258","LOC119566762",0,12,0,0,0,0
"13259","LOC119566763",0,0,0,0,0,0
"13260","LOC119566764",0,0,0,0,0,0
"13261","LOC119566765",0,0,0,0,0,0
"13262","LOC119566767",0,0,0,0,0,0
"13263","LOC119566768",0,3,0,0,0,0
"13264","LOC119566769",0,0,0,0,0,0
"13265","LOC119566771",0,23,0,0,0,2
"13266","LOC119566772",0,0,0,0,0,0
"13267","LOC119566774",0,0,0,0,0,0
"13268","LOC119566775",0,0,0,0,0,0
"13269","LOC119566777",0,0,11,0,0,0
"13270","LOC119566778",0,110,0,0,0,0
"13271","LOC119566781",0,0,0,0,0,0
"13272","LOC119566782",0,0,0,0,0,0
"13273","LOC119566783",0,28,0,0,1,0
"13274","LOC119566786",0,0,0,0,0,0
"13275","LOC119566787",0,0,0,0,0,0
"13276","LOC119566788",0,0,0,0,0,0
"13277","LOC119566789",0,0,0,0,0,0
"13278","LOC119566791",0,0,0,0,0,0
"13279","LOC119566792",0,0,0,0,0,0
"13280","LOC119566793",0,248,4,0,7,13
"13281","LOC119566795",0,0,0,0,0,0
"13282","LOC119566796",0,0,0,0,0,0
"13283","LOC119566797",0,0,0,0,0,0
"13284","LOC119566798",0,9,0,0,0,0
"13285","LOC119566799",0,0,0,0,8,0
"13286","LOC119566800",0,0,0,0,0,0
"13287","LOC119566801",0,0,0,0,0,0
"13288","LOC119566802",0,0,0,0,0,0
"13289","LOC119566803",0,0,0,0,0,0
"13290","LOC119566804",0,0,0,0,0,0
"13291","LOC119566805",0,487,0,0,6,27
"13292","LOC119566806",0,53,0,0,0,1
"13293","LOC119566808",0,0,0,0,0,0
"13294","LOC119566810",0,33,0,0,0,2
"13295","LOC119566811",0,15,0,0,0,0
"13296","LOC119566812",0,0,0,0,0,0
"13297","LOC119566813",1,21,0,0,2,3
"13298","LOC119566817",0,1,0,0,0,0
"13299","LOC119566818",0,0,0,0,0,0
"13300","LOC119566819",0,0,0,0,0,0
"13301","LOC119566821",0,0,0,0,0,0
"13302","LOC119566822",0,20,0,0,0,0
"13303","LOC119566823",0,0,0,0,0,0
"13304","LOC119566824",0,0,0,0,0,0
"13305","LOC119566827",0,0,0,0,0,0
"13306","LOC119566828",0,0,0,0,0,0
"13307","LOC119566830",0,0,0,0,0,0
"13308","LOC119566831",0,0,0,0,0,0
"13309","LOC119566833",66,8545,75,146,109,337
"13310","LOC119566834",0,0,0,0,0,0
"13311","LOC119566835",0,0,0,9,0,0
"13312","LOC119566836",0,0,0,0,0,0
"13313","LOC119566841",0,0,0,0,0,0
"13314","LOC119566843",0,0,0,0,0,0
"13315","LOC119566845",0,0,0,0,0,0
"13316","LOC119566846",0,0,0,0,0,0
"13317","LOC119566848",0,1,1,0,0,0
"13318","LOC119566849",0,0,0,0,0,0
"13319","LOC119566850",0,0,0,0,0,0
"13320","LOC119566852",0,0,0,0,0,0
"13321","LOC119566853",2,76,0,0,0,1
"13322","LOC119566854",0,0,0,0,0,0
"13323","LOC119566856",0,0,0,0,0,0
"13324","LOC119566857",0,0,0,0,0,0
"13325","LOC119566858",0,0,0,0,0,0
"13326","LOC119566859",0,10,0,0,0,0
"13327","LOC119566860",7,546,16,0,1,3
"13328","LOC119566861",0,0,0,0,0,0
"13329","LOC119566862",0,0,0,0,0,0
"13330","LOC119566863",0,0,0,0,0,1
"13331","LOC119566865",0,0,0,0,0,0
"13332","LOC119566867",0,0,0,0,0,0
"13333","LOC119566868",0,0,0,0,0,0
"13334","LOC119566869",0,0,0,0,0,0
"13335","LOC119566870",0,0,0,0,0,0
"13336","LOC119566871",0,0,0,0,0,1
"13337","LOC119566874",0,22,0,0,0,0
"13338","LOC119566876",0,0,0,0,0,0
"13339","LOC119566879",0,0,0,0,0,0
"13340","LOC119566880",0,0,0,0,0,0
"13341","LOC119566881",0,0,0,0,0,0
"13342","LOC119566882",0,2,0,0,0,0
"13343","LOC119566883",0,0,0,0,0,0
"13344","LOC119566884",0,0,0,0,0,0
"13345","LOC119566886",0,0,0,0,0,0
"13346","LOC119566887",0,0,0,0,0,0
"13347","LOC119566888",0,0,0,0,0,0
"13348","LOC119566889",0,0,0,0,0,0
"13349","LOC119566895",0,0,0,0,0,0
"13350","LOC119566896",0,0,0,0,0,0
"13351","LOC119566898",0,0,0,0,0,0
"13352","LOC119566899",0,0,0,0,0,0
"13353","LOC119566901",0,0,0,0,0,0
"13354","LOC119566902",0,0,0,0,0,0
"13355","LOC119566905",0,43,0,0,0,0
"13356","LOC119566906",0,0,0,0,0,0
"13357","LOC119566907",0,0,0,0,0,0
"13358","LOC119566908",0,0,0,0,0,0
"13359","LOC119566910",0,0,0,0,0,0
"13360","LOC119566911",0,0,0,0,0,0
"13361","LOC119566912",0,0,0,0,0,0
"13362","LOC119566913",0,0,0,0,0,0
"13363","LOC119566914",0,0,0,0,0,0
"13364","LOC119566915",0,0,0,0,0,0
"13365","LOC119566916",0,0,0,0,0,0
"13366","LOC119566917",0,0,0,0,0,0
"13367","LOC119566919",124,13514,107,248,121,740
"13368","LOC119566920",0,0,0,0,0,0
"13369","LOC119566921",0,0,0,0,0,0
"13370","LOC119566923",0,0,0,0,0,0
"13371","LOC119566924",0,0,0,0,0,0
"13372","LOC119566925",0,0,0,0,0,0
"13373","LOC119566929",0,0,0,0,0,0
"13374","LOC119566934",0,0,0,0,0,0
"13375","LOC119566937",0,0,0,0,0,0
"13376","LOC119566940",0,0,0,0,0,0
"13377","LOC119566941",0,0,0,0,0,0
"13378","LOC119566942",0,0,0,0,0,0
"13379","LOC119566944",0,0,0,0,0,0
"13380","LOC119566947",0,0,0,0,0,0
"13381","LOC119566950",0,87,0,9,0,7
"13382","LOC119566951",0,0,0,0,0,0
"13383","LOC119566952",0,0,0,0,0,0
"13384","LOC119566953",0,0,0,0,0,0
"13385","LOC119566954",0,0,0,0,0,2
"13386","LOC119566955",0,0,0,0,0,0
"13387","LOC119566956",0,157,2,0,0,6
"13388","LOC119566957",0,0,0,0,0,0
"13389","LOC119566959",0,0,0,0,0,0
"13390","LOC119566960",0,0,0,0,0,0
"13391","LOC119566961",0,0,0,0,0,0
"13392","LOC119566964",0,0,0,0,0,3
"13393","LOC119566965",0,0,0,0,0,0
"13394","LOC119566967",0,0,0,0,0,0
"13395","LOC119566968",0,0,0,0,0,0
"13396","LOC119566969",0,0,0,0,0,0
"13397","LOC119566971",0,0,0,0,0,0
"13398","LOC119566972",0,0,0,0,0,0
"13399","LOC119566973",0,0,0,0,0,0
"13400","LOC119566975",0,0,0,0,0,0
"13401","LOC119566978",0,0,0,0,0,0
"13402","LOC119566980",0,0,0,0,0,0
"13403","LOC119566981",0,0,0,0,0,0
"13404","LOC119566982",0,1,0,0,0,0
"13405","LOC119566985",0,0,0,0,0,0
"13406","LOC119566986",4,214,0,3,6,14
"13407","LOC119566989",0,0,0,0,0,0
"13408","LOC119566990",0,0,0,0,0,0
"13409","LOC119566992",0,196,0,10,2,10
"13410","LOC119566994",1,12,0,0,0,2
"13411","LOC119566998",0,0,0,0,0,0
"13412","LOC119566999",0,41,0,0,0,3
"13413","LOC119567001",0,23,0,0,1,0
"13414","LOC119567002",0,0,0,0,0,0
"13415","LOC119567003",0,0,0,0,0,0
"13416","LOC119567004",0,0,0,0,0,0
"13417","LOC119567005",0,0,0,0,0,0
"13418","LOC119567006",0,0,0,0,0,0
"13419","LOC119567007",0,0,0,0,0,0
"13420","LOC119567008",0,0,0,0,0,0
"13421","LOC119567009",0,0,0,0,0,0
"13422","LOC119567010",0,0,0,0,0,0
"13423","LOC119567013",0,0,0,0,0,0
"13424","LOC119567016",0,0,0,0,0,0
"13425","LOC119567017",0,0,0,0,0,3
"13426","LOC119567018",0,0,0,0,0,0
"13427","LOC119567019",0,0,0,0,0,0
"13428","LOC119567020",1,432,0,0,20,9
"13429","LOC119567021",0,0,0,0,0,0
"13430","LOC119567022",0,0,0,0,0,0
"13431","LOC119567025",0,0,0,0,0,0
"13432","LOC119567028",0,0,0,0,0,0
"13433","LOC119567030",0,0,0,0,0,0
"13434","LOC119567031",0,1,0,0,0,0
"13435","LOC119567032",0,0,0,0,0,0
"13436","LOC119567033",0,0,0,0,0,0
"13437","LOC119567035",0,0,0,0,0,0
"13438","LOC119567036",0,0,0,0,0,0
"13439","LOC119567037",0,0,0,0,0,0
"13440","LOC119567038",0,0,0,0,0,0
"13441","LOC119567039",0,0,0,0,0,0
"13442","LOC119567040",0,0,0,0,0,0
"13443","LOC119567041",0,51,0,20,3,3
"13444","LOC119567042",0,0,0,0,0,0
"13445","LOC119567044",0,0,0,0,0,0
"13446","LOC119567045",0,0,0,0,0,0
"13447","LOC119567046",0,0,0,0,0,0
"13448","LOC119567048",18,2343,13,11,12,28
"13449","LOC119567049",4,230,0,0,0,1
"13450","LOC119567050",0,0,0,0,0,0
"13451","LOC119567051",0,0,0,0,0,0
"13452","LOC119567052",0,0,0,0,0,0
"13453","LOC119567053",0,0,0,0,0,0
"13454","LOC119567054",0,0,0,0,0,0
"13455","LOC119567055",0,95,0,0,0,0
"13456","LOC119567056",0,0,0,0,0,0
"13457","LOC119567057",0,0,0,0,0,0
"13458","LOC119567061",0,17,0,0,0,7
"13459","LOC119567062",0,0,0,0,0,0
"13460","LOC119567063",0,0,0,0,0,0
"13461","LOC119567065",0,0,0,0,0,0
"13462","LOC119567066",0,0,0,0,0,0
"13463","LOC119567067",0,36,0,0,0,0
"13464","LOC119567068",0,0,0,0,0,0
"13465","LOC119567072",0,0,0,0,0,0
"13466","LOC119567074",0,0,0,0,0,0
"13467","LOC119567075",0,0,0,0,0,0
"13468","LOC119567076",0,0,0,0,0,0
"13469","LOC119567080",0,0,0,0,0,0
"13470","LOC119567083",0,0,0,0,0,0
"13471","LOC119567084",0,0,0,0,0,2
"13472","LOC119567086",0,0,0,0,0,0
"13473","LOC119567087",0,0,0,0,0,0
"13474","LOC119567088",0,0,0,0,0,0
"13475","LOC119567091",0,0,0,0,0,0
"13476","LOC119567093",0,0,0,0,0,0
"13477","LOC119567095",0,205,0,0,0,0
"13478","LOC119567096",0,0,0,0,0,0
"13479","LOC119567098",0,4,0,0,0,0
"13480","LOC119567101",0,0,0,0,0,0
"13481","LOC119567102",0,0,0,0,0,0
"13482","LOC119567104",0,0,0,0,0,0
"13483","LOC119567105",0,60,5,0,0,1
"13484","LOC119567106",0,0,0,0,0,0
"13485","LOC119567107",0,0,0,0,0,0
"13486","LOC119567108",0,0,0,0,0,0
"13487","LOC119567109",0,0,0,0,0,0
"13488","LOC119567110",0,0,0,0,0,0
"13489","LOC119567111",3,3733,34,43,5,103
"13490","LOC119567116",0,0,0,0,0,0
"13491","LOC119567117",0,0,0,0,0,0
"13492","LOC119567118",0,0,0,0,0,0
"13493","LOC119567119",0,0,0,0,0,0
"13494","LOC119567126",3,2,0,0,0,0
"13495","LOC119567127",0,110,15,0,0,2
"13496","LOC119567131",0,0,0,0,0,0
"13497","LOC119567132",0,0,0,0,0,2
"13498","LOC119567133",0,0,0,0,0,0
"13499","LOC119567135",0,38,0,0,0,2
"13500","LOC119567136",0,0,0,0,0,0
"13501","LOC119567137",0,39,0,0,0,0
"13502","LOC119567139",0,0,0,0,0,0
"13503","LOC119567140",0,0,0,0,1,0
"13504","LOC119567143",0,0,0,0,0,0
"13505","LOC119567144",0,0,0,0,0,0
"13506","LOC119567145",0,0,0,0,0,0
"13507","LOC119567146",0,0,0,0,0,0
"13508","LOC119567148",0,0,0,0,0,0
"13509","LOC119567149",0,0,0,0,0,0
"13510","LOC119567150",0,0,0,0,0,0
"13511","LOC119567156",3,0,0,0,8,2
"13512","LOC119567157",0,0,0,0,0,0
"13513","LOC119567158",0,0,0,0,0,0
"13514","LOC119567159",0,2,0,0,0,0
"13515","LOC119567160",0,0,0,0,0,0
"13516","LOC119567161",0,0,0,0,0,0
"13517","LOC119567163",0,0,0,0,0,0
"13518","LOC119567164",0,0,0,0,0,0
"13519","LOC119567165",0,0,0,0,0,0
"13520","LOC119567166",0,0,0,0,0,0
"13521","LOC119567167",0,0,0,0,0,0
"13522","LOC119567169",0,0,0,0,0,0
"13523","LOC119567173",0,21,0,0,0,0
"13524","LOC119567174",1,340,0,0,0,0
"13525","LOC119567176",0,0,0,0,0,0
"13526","LOC119567177",0,0,0,0,0,0
"13527","LOC119567178",0,0,0,0,0,0
"13528","LOC119567182",0,0,0,0,0,0
"13529","LOC119567183",0,0,0,0,0,0
"13530","LOC119567184",0,156,0,0,1,0
"13531","LOC119567185",0,0,0,0,0,0
"13532","LOC119567186",0,0,0,0,0,0
"13533","LOC119567188",0,0,0,0,0,0
"13534","LOC119567189",0,34,0,0,0,0
"13535","LOC119567190",0,0,0,0,0,0
"13536","LOC119567191",0,0,0,0,0,0
"13537","LOC119567193",0,0,0,0,0,0
"13538","LOC119567194",0,0,0,0,0,0
"13539","LOC119567195",0,0,0,0,0,0
"13540","LOC119567196",0,0,0,0,0,0
"13541","LOC119567199",0,0,0,0,0,0
"13542","LOC119567201",0,0,0,0,0,0
"13543","LOC119567202",0,0,0,0,0,0
"13544","LOC119567204",0,0,0,0,0,0
"13545","LOC119567205",0,0,0,0,0,0
"13546","LOC119567207",0,0,0,0,0,0
"13547","LOC119567208",0,0,0,0,0,0
"13548","LOC119567209",0,0,0,0,0,0
"13549","LOC119567210",0,0,0,0,0,0
"13550","LOC119567211",0,0,0,0,0,0
"13551","LOC119567212",0,0,0,0,0,0
"13552","LOC119567213",0,0,0,0,0,0
"13553","LOC119567214",0,0,0,0,0,0
"13554","LOC119567219",0,0,0,0,0,0
"13555","LOC119567220",0,0,0,0,0,0
"13556","LOC119567221",0,0,0,0,0,0
"13557","LOC119567222",0,0,0,0,0,0
"13558","LOC119567223",0,0,0,0,0,0
"13559","LOC119567224",0,0,0,0,0,0
"13560","LOC119567225",0,0,0,0,0,0
"13561","LOC119567226",0,0,0,0,0,0
"13562","LOC119567227",0,0,0,0,0,0
"13563","LOC119567229",0,0,0,0,0,0
"13564","LOC119567230",0,0,0,0,0,0
"13565","LOC119567231",0,0,0,0,0,0
"13566","LOC119567233",0,0,0,0,0,0
"13567","LOC119567235",0,0,0,0,0,0
"13568","LOC119567240",0,0,0,0,0,0
"13569","LOC119567241",0,0,0,0,0,0
"13570","LOC119567242",0,0,0,0,0,0
"13571","LOC119567243",0,0,0,0,0,0
"13572","LOC119567244",0,0,0,0,0,0
"13573","LOC119567246",0,0,0,0,0,0
"13574","LOC119567248",0,0,0,0,0,0
"13575","LOC119567249",0,0,0,0,0,0
"13576","LOC119567250",0,1,0,0,0,0
"13577","LOC119567253",0,0,0,0,0,0
"13578","LOC119567257",0,0,0,0,0,0
"13579","LOC119567260",0,0,0,0,0,0
"13580","LOC119567261",0,0,0,0,0,0
"13581","LOC119567262",0,0,0,0,0,0
"13582","LOC119567263",0,0,0,0,0,0
"13583","LOC119567265",0,0,0,0,0,0
"13584","LOC119567266",0,0,0,0,0,0
"13585","LOC119567267",0,0,0,0,0,0
"13586","LOC119567270",0,0,0,0,0,0
"13587","LOC119567271",2,862,14,40,4,33
"13588","LOC119567274",0,0,0,0,0,0
"13589","LOC119567275",0,0,0,1,0,0
"13590","LOC119567276",0,0,0,0,0,0
"13591","LOC119567277",0,0,0,0,0,0
"13592","LOC119567278",0,0,0,0,0,0
"13593","LOC119567279",0,0,0,0,0,0
"13594","LOC119567280",0,0,0,0,0,0
"13595","LOC119567283",0,0,0,0,0,0
"13596","LOC119567284",0,0,0,0,0,0
"13597","LOC119567285",0,0,0,0,0,0
"13598","LOC119567286",0,50,0,0,0,0
"13599","LOC119567287",0,0,0,0,0,0
"13600","LOC119567288",2,214,0,0,0,7
"13601","LOC119567289",0,0,0,0,0,0
"13602","LOC119567291",0,144,1,0,1,0
"13603","LOC119567295",0,0,0,0,0,0
"13604","LOC119567297",0,0,0,0,0,0
"13605","LOC119567299",0,0,0,0,0,0
"13606","LOC119567301",0,0,0,0,0,0
"13607","LOC119567304",0,0,0,0,0,0
"13608","LOC119567305",0,0,0,0,0,0
"13609","LOC119567306",2,0,0,0,0,0
"13610","LOC119567308",0,0,0,0,0,0
"13611","LOC119567310",0,0,0,0,0,0
"13612","LOC119567311",0,0,0,0,0,0
"13613","LOC119567312",0,0,0,0,0,0
"13614","LOC119567314",0,0,0,0,0,0
"13615","LOC119567316",0,0,0,0,0,0
"13616","LOC119567317",0,0,0,0,0,0
"13617","LOC119567318",0,212,0,0,3,10
"13618","LOC119567319",0,0,0,0,0,0
"13619","LOC119567320",0,0,0,0,0,0
"13620","LOC119567321",0,0,0,0,0,0
"13621","LOC119567322",0,0,0,0,0,0
"13622","LOC119567323",0,0,0,0,0,0
"13623","LOC119567325",0,0,0,0,0,0
"13624","LOC119567328",0,0,0,0,0,0
"13625","LOC119567330",0,0,0,0,0,0
"13626","LOC119567333",0,0,0,0,0,0
"13627","LOC119567334",0,1,0,0,0,0
"13628","LOC119567335",0,0,0,0,0,0
"13629","LOC119567337",0,0,0,0,0,0
"13630","LOC119567339",0,0,0,0,0,0
"13631","LOC119567341",0,195,0,0,0,8
"13632","LOC119567343",0,0,0,0,0,0
"13633","LOC119567344",0,0,0,0,0,0
"13634","LOC119567347",0,0,0,15,0,0
"13635","LOC119567348",0,26,0,0,1,0
"13636","LOC119567349",0,0,0,0,0,0
"13637","LOC119567353",0,0,0,0,2,0
"13638","LOC119567354",0,0,0,0,0,0
"13639","LOC119567355",0,0,0,0,0,0
"13640","LOC119567356",12,282,0,0,2,22
"13641","LOC119567357",0,118,0,0,0,0
"13642","LOC119567358",7,206,8,0,5,11
"13643","LOC119567359",0,0,0,0,0,0
"13644","LOC119567362",0,0,0,0,0,0
"13645","LOC119567363",2,419,13,36,5,22
"13646","LOC119567364",0,0,0,0,0,0
"13647","LOC119567365",0,0,0,0,0,0
"13648","LOC119567367",0,0,0,0,0,0
"13649","LOC119567370",0,19,0,0,0,0
"13650","LOC119567371",0,0,0,0,0,0
"13651","LOC119567372",0,0,0,0,0,0
"13652","LOC119567374",0,39,0,0,0,0
"13653","LOC119567375",0,35,0,0,0,0
"13654","LOC119567376",0,0,0,0,0,0
"13655","LOC119567377",0,0,0,0,0,0
"13656","LOC119567380",1,512,0,0,6,19
"13657","LOC119567381",0,0,0,0,0,0
"13658","LOC119567382",0,0,0,0,0,0
"13659","LOC119567384",0,0,0,0,0,0
"13660","LOC119567386",0,0,0,0,0,0
"13661","LOC119567388",0,0,0,0,0,0
"13662","LOC119567390",0,0,0,0,0,0
"13663","LOC119567391",0,0,0,0,0,0
"13664","LOC119567392",0,0,0,0,0,0
"13665","LOC119567393",0,0,0,0,0,0
"13666","LOC119567394",0,0,0,0,0,0
"13667","LOC119567395",0,0,0,0,0,0
"13668","LOC119567399",0,0,0,0,0,0
"13669","LOC119567400",0,0,0,0,0,0
"13670","LOC119567402",0,0,0,0,0,0
"13671","LOC119567403",0,0,0,0,0,0
"13672","LOC119567404",0,0,0,0,0,0
"13673","LOC119567405",0,163,12,0,0,9
"13674","LOC119567406",0,0,0,0,0,0
"13675","LOC119567407",0,0,0,0,0,0
"13676","LOC119567408",0,48,0,0,0,0
"13677","LOC119567409",0,0,0,0,0,0
"13678","LOC119567411",0,0,0,0,0,0
"13679","LOC119567413",0,0,0,0,0,0
"13680","LOC119567414",0,0,0,0,0,0
"13681","LOC119567415",0,0,0,0,0,0
"13682","LOC119567416",0,0,0,0,0,0
"13683","LOC119567418",0,0,0,0,0,0
"13684","LOC119567419",0,87,0,0,1,9
"13685","LOC119567421",0,0,0,0,0,0
"13686","LOC119567422",0,21,0,0,0,0
"13687","LOC119567423",0,0,0,0,0,0
"13688","LOC119567424",0,0,0,0,0,0
"13689","LOC119567426",0,0,0,0,0,0
"13690","LOC119567427",0,0,0,0,0,0
"13691","LOC119567429",0,0,0,0,0,0
"13692","LOC119567430",0,0,0,0,0,0
"13693","LOC119567431",0,0,0,0,0,0
"13694","LOC119567432",0,0,0,0,0,0
"13695","LOC119567442",0,0,0,0,0,0
"13696","LOC119567444",0,433,1,0,3,14
"13697","LOC119567445",0,2,0,0,0,1
"13698","LOC119567446",0,0,0,0,0,0
"13699","LOC119567447",0,45,0,21,0,1
"13700","LOC119567452",0,0,0,0,0,0
"13701","LOC119567453",0,0,0,0,0,0
"13702","LOC119567454",0,7,0,0,0,0
"13703","LOC119567458",0,17,0,0,0,0
"13704","LOC119567460",0,0,0,0,0,0
"13705","LOC119567461",0,50,0,16,0,0
"13706","LOC119567462",0,0,0,0,0,0
"13707","LOC119567463",0,2,0,0,0,0
"13708","LOC119567465",0,42,2,0,1,0
"13709","LOC119567466",0,0,0,0,0,0
"13710","LOC119567467",0,0,0,0,0,0
"13711","LOC119567468",0,0,0,0,0,0
"13712","LOC119567472",0,0,0,0,0,0
"13713","LOC119567474",0,0,0,0,0,0
"13714","LOC119567475",1,0,0,0,0,0
"13715","LOC119567477",0,0,0,0,0,0
